sample_index,image_path,slide_id,label,bbox_x1,bbox_y1,bbox_x2,bbox_y2,split
1629,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,5149,2199,5256,2311,train
1630,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,5126,2118,5289,2271,train
1631,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,5139,2097,5238,2196,train
1632,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,5735,2188,5839,2290,train
1633,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,5739,2155,5856,2258,train
1634,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,5699,2016,5846,2168,train
1635,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,6050,2180,6147,2277,train
1636,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,6016,2146,6136,2258,train
1637,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,5999,1881,6132,2004,train
1638,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,5765,2451,5872,2576,train
1639,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,5765,2349,5941,2474,train
1640,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,5737,2520,5839,2632,train
1641,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,5659,2501,5760,2611,train
1642,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,5654,2444,5756,2578,train
1643,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,5698,2400,5872,2576,train
1644,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,5758,2381,5882,2474,train
1645,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,5437,2963,5564,3066,train
1646,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,5366,2912,5486,3035,train
1647,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,5399,2722,5563,3012,train
1648,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,5476,2649,5592,2773,train
1649,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,6531,106,6638,209,train
1650,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,6500,43,6651,249,train
1651,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,6504,1,6638,113,train
1652,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,6612,20,6729,140,train
1653,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,6500,0,6659,133,train
1654,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,6631,0,6729,98,train
1655,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,6577,0,6691,106,train
1656,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,6854,84,6962,191,train
1657,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,6827,18,6973,161,train
1658,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,6710,321,6823,438,train
1659,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,6717,247,6815,345,train
1660,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,6691,192,6823,314,train
1661,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7089,460,7201,582,train
1662,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7131,317,7291,538,train
1663,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7132,297,7277,420,train
1664,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7067,571,7178,690,train
1665,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7189,639,7297,777,train
1666,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7335,662,7465,781,train
1667,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7310,561,7472,719,train
1668,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,6547,555,6678,699,train
1669,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,6500,549,6631,687,train
1670,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,6518,545,6624,650,train
1671,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,6824,1080,6957,1206,train
1672,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,6802,1024,6929,1127,train
1673,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7428,1195,7540,1307,train
1674,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7447,1153,7583,1293,train
1675,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7494,1140,7609,1273,train
1676,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7394,1140,7524,1265,train
1677,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7280,1329,7428,1456,train
1678,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7324,1274,7442,1401,train
1679,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7077,1351,7229,1501,train
1680,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7045,1516,7176,1649,train
1681,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7055,1473,7209,1600,train
1682,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,6625,1632,6727,1729,train
1683,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,6627,1604,6728,1703,train
1684,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,6579,1576,6696,1686,train
1685,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,6525,1549,6629,1651,train
1686,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,6500,1508,6617,1616,train
1687,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,6636,1441,6735,1543,train
1688,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,6500,1934,6668,2156,train
1689,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,6751,1950,6927,2091,train
1690,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,6829,2440,6984,2610,train
1691,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,6792,2428,6899,2539,train
1692,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,6748,2936,6854,3030,train
1693,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,6673,2845,6815,3017,train
1694,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,6596,2835,6744,2967,train
1695,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,6610,3066,6720,3168,train
1696,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,6584,3038,6685,3144,train
1697,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,6602,3007,6720,3140,train
1698,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,6541,2987,6658,3117,train
1699,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,6583,2973,6702,3085,train
1700,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,6500,3333,6627,3483,train
1701,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,6533,3313,6691,3456,train
1702,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,6529,3094,6631,3196,train
1703,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,6610,3066,6720,3177,train
1704,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,6584,3038,6685,3144,train
1705,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,6602,3007,6720,3140,train
1706,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,6541,2987,6658,3117,train
1707,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,6583,2953,6708,3085,train
1708,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,6500,2907,6598,3021,train
1709,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,6596,2839,6729,2967,train
1710,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,6583,2699,6694,2810,train
1711,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,6597,2664,6704,2769,train
1712,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,6547,2618,6659,2729,train
1713,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,6500,2524,6597,2633,train
1714,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,6500,3333,6611,3467,train
1715,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,6533,3313,6691,3456,train
1716,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,6500,3719,6605,3835,train
1717,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,6533,3589,6678,3773,train
1718,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,6510,3589,6640,3696,train
1719,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,6651,4151,6778,4294,train
1720,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,6677,4096,6782,4210,train
1721,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,6500,4052,6676,4233,train
1722,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,6837,4071,6970,4210,train
1723,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,6843,4002,6942,4107,train
1724,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,6896,3957,7016,4107,train
1725,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,6530,4333,6671,4507,train
1726,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,6746,4812,6888,4966,train
1727,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,6808,4753,6940,4870,train
1728,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,6724,4751,6839,4881,train
1729,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7045,4287,7216,4425,train
1730,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7086,3560,7227,3688,train
1731,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7221,3279,7323,3373,train
1732,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7245,3145,7402,3310,train
1733,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7259,4404,7390,4540,train
1734,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7268,4318,7369,4423,train
1735,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7263,4240,7378,4360,train
1736,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7230,4122,7366,4243,train
1737,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7294,4694,7428,4823,train
1738,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7372,4682,7527,4808,train
1739,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7507,3980,7650,4114,train
1740,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7404,3965,7586,4134,train
1741,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7569,3936,7693,4043,train
1742,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7652,4454,7750,4553,train
1743,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7594,4359,7718,4477,train
1744,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7632,4313,7734,4418,train
1745,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7905,4600,8089,4804,train
1746,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7953,4244,8055,4354,train
1747,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7856,4170,7995,4309,train
1748,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7916,4103,8052,4236,train
1749,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7838,4052,7991,4209,train
1750,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7847,4041,7992,4160,train
1751,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7796,3984,7931,4140,train
1752,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7766,3975,7864,4085,train
1753,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7847,3918,7967,4036,train
1754,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7525,3506,7640,3609,train
1755,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7427,3442,7546,3598,train
1756,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7481,3423,7644,3560,train
1757,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7331,2833,7456,2957,train
1758,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7290,2546,7397,2650,train
1759,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7323,2455,7448,2614,train
1760,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7255,2338,7359,2437,train
1761,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7146,2280,7266,2400,train
1762,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7203,2266,7317,2385,train
1763,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7145,2132,7276,2248,train
1764,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7045,1516,7176,1649,train
1765,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7056,1461,7209,1600,train
1766,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7079,1399,7198,1501,train
1767,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7077,1351,7229,1501,train
1768,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7121,1006,7251,1150,train
1769,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7119,962,7231,1079,train
1770,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7335,662,7465,781,train
1771,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7310,552,7472,719,train
1772,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7428,1195,7540,1307,train
1773,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7447,1153,7583,1293,train
1774,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7394,1139,7524,1265,train
1775,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7494,1138,7595,1268,train
1776,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7323,1104,7457,1240,train
1777,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7478,1066,7595,1186,train
1778,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7280,1329,7428,1456,train
1779,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7342,1302,7442,1401,train
1780,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7361,1474,7503,1616,train
1781,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7384,1916,7481,2019,train
1782,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7384,1828,7547,1983,train
1783,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7531,1975,7682,2130,train
1784,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7636,1909,7759,2031,train
1785,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7655,1847,7801,1990,train
1786,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7753,1783,7900,1935,train
1787,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7868,1627,7996,1771,train
1788,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7920,1610,8072,1743,train
1789,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7889,1608,7994,1702,train
1790,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7997,1441,8105,1544,train
1791,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7897,1329,8116,1523,train
1792,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7875,1161,7978,1274,train
1793,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7775,1116,7906,1241,train
1794,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7773,1079,7876,1193,train
1795,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7773,992,7935,1134,train
1796,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7746,1190,7853,1295,train
1797,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7775,1116,7906,1241,train
1798,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7747,1064,7876,1193,train
1799,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7656,909,7764,1020,train
1800,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7549,825,7724,1026,train
1801,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7637,774,7764,916,train
1802,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7637,752,7769,916,train
1803,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7736,747,7872,916,train
1804,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7777,686,7883,790,train
1805,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7684,470,7795,572,train
1806,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7764,385,7870,492,train
1807,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7676,377,7834,505,train
1808,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7788,307,7890,411,train
1809,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7743,307,7862,435,train
1810,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7899,222,7996,320,train
1811,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7871,217,7977,327,train
1812,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7950,194,8098,370,train
1813,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7841,185,7950,304,train
1814,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7899,134,7997,231,train
1815,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7970,103,8080,217,train
1816,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7813,0,7938,114,train
1817,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7746,0,7860,116,train
1818,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,8155,1483,8260,1586,train
1819,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,8157,1453,8254,1550,train
1820,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,8204,1439,8313,1546,train
1821,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,8123,1398,8253,1528,train
1822,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,8232,2042,8384,2207,train
1823,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,8200,2001,8312,2119,train
1824,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,8204,3150,8334,3289,train
1825,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,8238,3058,8371,3203,train
1826,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,8204,2982,8376,3140,train
1827,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,8192,3736,8335,3872,train
1828,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,8152,3716,8265,3855,train
1829,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,8202,3693,8318,3804,train
1830,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,8194,3676,8293,3779,train
1831,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,8243,3641,8378,3748,train
1832,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,8167,4289,8265,4388,train
1833,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,8108,4284,8222,4409,train
1834,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,8341,4515,8510,4669,train
1835,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,8418,4492,8521,4591,train
1836,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,8132,4625,8279,4761,train
1837,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,7905,4600,8089,4804,train
1838,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,8261,4871,8407,5000,train
1839,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,8665,4705,8767,4810,train
1840,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,8630,4645,8765,4779,train
1841,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,8693,4637,8803,4757,train
1842,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,8619,4617,8735,4722,train
1843,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,8459,3857,8581,3983,train
1844,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,8386,3820,8572,4046,train
1845,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,8238,3058,8371,3203,train
1846,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,8204,2982,8376,3140,train
1847,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,8472,2626,8574,2733,train
1848,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,8503,2553,8604,2665,train
1849,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,8387,2538,8552,2705,train
1850,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,8457,3225,8586,3341,train
1851,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,8499,3128,8661,3273,train
1852,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,8579,3648,8676,3745,train
1853,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,8549,3610,8658,3722,train
1854,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,8510,3560,8644,3684,train
1855,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,8480,3506,8593,3634,train
1856,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,8671,4439,8782,4544,train
1857,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,8571,4435,8712,4570,train
1858,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,8620,4404,8739,4506,train
1859,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,8903,4785,9002,4887,train
1860,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,8796,4772,8972,4909,train
1861,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,8904,4686,9010,4825,train
1862,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,9196,4594,9315,4692,train
1863,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,9202,4453,9312,4561,train
1864,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,9045,4435,9261,4658,train
1865,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,9026,4413,9147,4549,train
1866,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,8966,3969,9075,4074,train
1867,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,9088,3936,9223,4085,train
1868,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,9009,3802,9116,3909,train
1869,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,9125,3801,9254,3937,train
1870,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,9084,3801,9188,3907,train
1871,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,8894,3801,9159,4030,train
1872,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,8972,3028,9065,3145,train
1873,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,8852,2988,9017,3150,train
1874,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,8900,2964,9005,3072,train
1875,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,8857,3238,9000,3385,train
1876,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,8978,3029,9074,3133,train
1877,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,9050,2961,9171,3065,train
1878,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,9017,2917,9125,3027,train
1879,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,9038,2881,9139,2987,train
1880,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,9285,2455,9395,2562,train
1881,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,9192,2418,9301,2538,train
1882,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,9228,2384,9380,2522,train
1883,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,9284,2297,9392,2398,train
1884,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,9198,2297,9354,2452,train
1885,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,9168,2297,9273,2400,train
1886,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,9436,3673,9574,3805,train
1887,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,9496,3663,9643,3820,train
1888,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,9522,4737,9643,4831,train
1889,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,9559,4716,9657,4813,train
1890,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,9508,4699,9624,4803,train
1891,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,9401,4670,9518,4800,train
1892,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,9517,4615,9616,4713,train
1893,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,9565,4572,9719,4748,train
1894,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,9534,4556,9644,4656,train
1895,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,9432,4556,9575,4745,train
1896,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,9427,4523,9528,4632,train
1897,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,9128,1826,9327,1954,train
1898,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,9026,1321,9129,1436,train
1899,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,9057,1229,9220,1371,train
1900,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,9035,826,9176,976,train
1901,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,9003,770,9107,872,train
1902,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,8963,770,9070,861,train
1903,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,8881,488,9083,669,train
1904,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,9162,623,9279,742,train
1905,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,9193,1159,9333,1295,train
1906,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,9431,835,9528,932,train
1907,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,9295,796,9494,948,train
1908,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,9259,1341,9405,1472,train
1909,/scratch/jsanchoz/MARTA/data/images/IM9.png,IM9,0,9428,1378,9546,1502,train
